,0,1
0,0.433466256,0.79186821
1,0.403146684,0.837199628
2,0.616786063,0.273582786
3,0.318166316,0.566291392
4,0.906924307,0.483199567
5,0.275631994,0.798885942
6,0.372157216,0.737865925
7,0.397439778,0.304901272
8,0.39662379,0.284293354
9,0.294533193,0.210115954
10,0.114255972,0.490411222
11,0.399137229,0.138066292
12,0.271129519,0.763222158
13,0.684253871,0.856724083
14,0.131139904,0.602891803
15,0.33288759,0.571490467
16,0.340905309,0.570196569
17,0.563753486,0.797045588
18,0.723276496,0.493464082
19,0.813510954,0.415773511
20,0.318328708,0.706042349
21,0.499721825,0.186329901
22,0.870712757,0.615681648
23,0.759408772,0.425993979
24,0.645239592,0.063238718
25,0.208943725,0.504713953
26,0.31532532,0.809904575
27,0.777145565,0.758720338
28,0.798541427,0.565232038
29,0.517747283,0.142869979
30,0.533376276,0.097268134
31,0.196987465,0.256141663
32,0.255877256,0.811437964
33,0.486092359,0.389502704
34,0.436223477,0.095342696
35,0.291067272,0.40959394
36,0.724800706,0.450248688
37,0.653366685,0.668420911
38,0.444302976,0.733186543
39,0.623050332,0.736541927
40,0.572769403,0.773294568
41,0.439377546,0.168624505
42,0.628571093,0.592281163
43,0.077567749,0.567562401
44,0.618263841,0.533634663
45,0.325237811,0.81348592
46,0.607877195,0.521142125
47,0.810295284,0.446816802
48,0.262016833,0.73895824
49,0.832185984,0.552760184
50,0.354997605,0.608216703
51,0.524006486,0.518406153
52,0.511483252,0.899620473
53,0.599916935,0.372039855
54,0.468335748,0.458205998
55,0.60630548,0.061460655
56,0.4833785,0.849360228
57,0.417872101,0.413867354
58,0.616839051,0.938280225
59,0.667678118,0.734414458
60,0.301344067,0.490570128
61,0.090166979,0.730860889
62,0.293063313,0.468861848
63,0.109419048,0.655848145
64,0.685122073,0.734952688
65,0.814481616,0.489637524
66,0.356673419,0.230135471
67,0.748595238,0.449802607
68,0.63178581,0.747386873
69,0.398121566,0.57733655
70,0.521038055,0.534078181
71,0.812440932,0.648650527
72,0.655659139,0.93224889
73,0.559670746,0.631240368
74,0.606945157,0.057938527
75,0.296328872,0.689799249
76,0.307713598,0.464747578
77,0.615639567,0.513756454
78,0.369121581,0.708703816
79,0.88425529,0.369381011
80,0.325970709,0.712872267
81,0.911896348,0.585462213
82,0.752039552,0.75997895
83,0.347608894,0.956860304
84,0.428095967,0.389701664
85,0.297155142,0.418181866
86,0.501885355,0.359493554
87,0.552261055,0.28952238
