1627441310, 0.163000
1627441311, 0.517000
1627441312, 0.006000
1627441313, 0.229000
1627441314, 1.412000
1627441315, 0.866000
1627441316, 0.313000
1627441317, 1.508000
1627441318, 0.943000
1627441319, 1.543000
1627441320, 1.299000
1627441321, 0.719000
1627441322, 1.131000
1627441323, 1.834000
1627441324, 1.220000
1627441325, 0.611000
1627441327, 3.059000
1627441328, 1.969000
1627441329, 3.544000
1627441330, 2.878000
1627441331, 1.299000
1627441332, 2.003000
1627441333, 2.865000
1627441334, 2.495000
1627441335, 1.892000
1627441336, 4.728000
1627441337, 4.833000
1627441338, 5.692000
1627441339, 4.247000
1627441340, 3.383000
1627441341, 4.553000
1627441343, 4.837000
1627441344, 3.525000
1627441345, 3.481000
1627441346, 5.192000
1627441347, 5.184000
1627441348, 6.886000
1627441349, 6.380000
1627441350, 5.843000
1627441351, 5.949000
1627441352, 6.561000
1627441353, 5.688000
1627441354, 5.657000
1627441355, 8.294000
1627441356, 8.012000
1627441357, 7.061000
1627441358, 7.071000
1627441359, 5.729000
1627441360, 6.547000
1627441362, 6.135000
1627441363, 5.390000
1627441364, 5.891000
1627441365, 6.741000
1627441366, 6.596000
1627441367, 5.168000
1627441368, 6.313000
1627441369, 7.087000
1627441370, 5.963000
1627441371, 4.686000
1627441372, 6.429000
1627441373, 7.494000
1627441374, 5.006000
1627441375, 7.912000
1627441376, 6.411000
1627441378, 8.545000
1627441379, 6.930000
1627441380, 6.386000
1627441381, 5.485000
1627441382, 8.182000
1627441383, 5.472000
1627441384, 6.841000
1627441385, 6.637000
1627441386, 9.188000
1627441387, 6.092000
1627441388, 7.254000
1627441389, 4.449000
1627441390, 6.880000
1627441392, 5.910000
1627441393, 6.008000
1627441394, 8.408000
1627441395, 7.267000
1627441396, 6.259000
1627441397, 8.890000
1627441398, 6.629000
1627441399, 7.493000
1627441400, 5.988000
1627441401, 6.851000
1627441402, 5.855000
1627441403, 6.487000
1627441404, 8.724000
1627441405, 6.802000
1627441406, 7.515000
1627441407, 7.141000
1627441408, 5.969000
1627441410, 8.326000
1627441411, 5.952000
1627441412, 6.466000
1627441413, 8.278000
1627441414, 6.485000
1627441415, 7.659000
1627441416, 6.619000
1627441417, 8.459000
1627441418, 6.535000
1627441419, 6.623000
1627441420, 6.469000
1627441421, 7.120000
1627441422, 7.252000
1627441423, 5.844000
1627441425, 9.403000
1627441426, 7.357000
1627441427, 6.342000
1627441428, 6.447000
1627441429, 7.785000
1627441430, 7.269000
1627441431, 6.670000
1627441432, 7.228000
1627441433, 7.337000
1627441434, 8.165000
1627441435, 6.363000
1627441436, 6.171000
1627441437, 6.848000
1627441439, 7.561000
1627441440, 6.716000
1627441441, 6.987000
1627441442, 8.052000
1627441443, 8.599000
1627441444, 6.767000
1627441445, 7.920000
1627441449, 6.609000
1627441450, 7.614000
1627441451, 6.874000
1627441453, 8.370000
1627441454, 7.048000
1627441455, 9.773000
1627441456, 7.003000
1627441457, 7.716000
1627441458, 7.320000
1627441459, 8.399000
1627441460, 8.877000
1627441461, 6.564000
1627441462, 8.611000
1627441463, 7.506000
1627441464, 7.930000
1627441465, 6.135000
1627441466, 8.168000
1627441468, 8.015000
1627390855, 5.136000
1627390856, 8.013000
1627390857, 7.308000
1627390858, 6.579000
1627390859, 7.318000
1627390860, 6.966000
1627390861, 7.514000
1627390862, 9.133000
1627390863, 7.500000
1627390864, 5.882000
1627390865, 7.349000
1627390823, 7.816000
1627390824, 7.858000
1627390825, 7.699000
1627390826, 5.103000
1627390827, 7.393000
1627390842, 7.471000
1627390843, 6.436000
1627390844, 7.968000
1627390845, 6.873000
1627390846, 6.459000
1627390847, 8.551000
1627390848, 6.150000
1627390829, 7.064000
1627390830, 7.448000
1627390831, 8.908000
1627390832, 6.563000
1627390833, 6.958000
1627390819,6.237000
1627390817,5.733000
1627390816,6.156000
1627390815,6.740000
1627390814,6.744000
1627390811,7.800000
1627390810,6.745000
1627390808,6.695000
1627390807,5.514000
1627390805,6.817000
1627390804,7.192000
1627390803,7.751000
1627390801,6.399000
1627390799,5.383000
1627390798,6.199000
1627390797,6.513000
1627390796,4.392000
1627390795,4.981000
1627390794,5.068000
1627390793,5.218000
1627390791,4.489000
1627390790,5.404000
1627390788,6.167000
1627390786,4.884000
1627390785,5.439000
1627390784,5.931000
1627390783,5.790000
1627390782,5.337000
1627390781,5.591000
1627390778,5.852000
1627390777,5.100000
1627390776,4.969000
1627390775,3.999000
1627390773,3.146000
1627390772,4.148000
1627390771,3.735000
1627390768,2.205000
1627390767,2.080000
1627390762,2.845000
1627390761,2.295000
1627390759,1.693000
1627390758,1.692000
1627390756,1.944000
1627391278,0.768000
1627391281,1.223000
1627391269,1.358000
1627391263,1.010000
