0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,
0,0.0602643,0.122197,0.148059,0.141394,0.118855,0.0932228,0.0706193,0.0527861,0.0393806,0.0295535,0.0223478,0.0170619,0.0131788,0.0102735,0.00812568,0.00650696,0.00527833,0.00435243,0.00364036,0.0030958,0.00266988,0.00232403,0.00205963,0.00184322,0.00166046,0.00150884,0.00138134,0.00126531,0.00117075,0.00107645,0.00100083,0.000927305,0.000862356,0.000801264,0.000742484,0.000687345,0.000638018,0.000593235,0.000549667,0.000506208,0.000471075,0.000435478,0.000397313,0.000364892,0.000338049,0.000310513,0.000285405,0.000261779,0.000237348,0.000218338,0.000201295,0.000178644,0.000163899,0.000152712,0.000137696,0.000123788,0.000115301,0.00010386,9.53339e-005,8.5617e-005,7.84213e-005,7.20384e-005,6.80759e-005,5.93689e-005,5.45144e-005,5.0246e-005,4.62516e-005,4.29852e-005,3.7122e-005,3.44826e-005,3.10386e-005,2.67379e-005,2.68869e-005,2.38962e-005,2.10661e-005,1.92169e-005,1.70067e-005,1.6087e-005,1.37181e-005,1.18933e-005,1.08575e-005,1.07917e-005,9.22917e-006,8.82856e-006,7.19872e-006,6.57603e-006,6.14892e-006,5.603e-006,4.60925e-006,4.33203e-006,4.29699e-006,3.05496e-006,2.69152e-006,3.00683e-006,2.6047e-006,2.57363e-006,2.00943e-006,1.73159e-006,1.7191e-006,1.30997e-006,8.923e-007,1.27402e-006,8.15835e-007,7.6039e-007,6.07763e-007,9.68766e-007,4.56356e-007,3.29015e-007,6.30916e-007,8.04258e-007,3.38154e-007,3.0708e-007,1.37699e-007,2.08376e-007,3.5034e-007,1.41354e-007,1.78216e-007,1.07844e-007,7.25051e-008,0,7.37237e-008,1.11499e-007,1.12413e-007,7.55515e-008,7.61608e-008,3.83851e-008,3.86897e-008,3.89943e-008,0,3.96036e-008,0,4.02129e-008,4.05176e-008,0,4.11268e-008,8.2863e-008,0,4.20408e-008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
