,0,1
0,0.090688869,0.615032494
1,0.902252495,0.253291488
2,0.950581849,0.344784141
3,0.156807199,0.642908633
4,0.584470332,0.613081038
5,0.344548166,0.862613976
6,0.101988606,0.54200846
7,0.140737429,0.505238235
8,0.647941411,0.586208105
9,0.531566679,0.019688202
10,0.469437093,0.289481252
11,0.398285836,0.454709828
12,0.446858019,0.785769522
13,0.319764465,0.362635136
14,0.037376076,0.650937855
15,0.060738061,0.528969824
16,0.15219368,0.435163647
17,0.963935137,0.339249521
18,0.537299335,0.809526265
19,0.345922083,1
20,0.500197709,0.087874815
21,0.290406287,0.343447119
22,0.053593546,0.516349137
23,0.331387341,0.993043065
24,0.937117457,0.346975923
25,0.036583703,0.651781917
26,0.469761312,0.288175613
27,0.135495573,0.603256047
28,0.604447663,0.232756138
29,0.460675806,0.85577327
30,0.500581086,0.07101088
31,0.913238525,0.289479703
32,0.568215728,0.07590241
33,0.15743503,0.623418331
34,0.567447364,0.128745407
35,0.422519892,0.950587511
36,0.602066696,0.752849102
37,0.61566478,0.081085883
38,0.454797029,0.299456596
39,0.54731822,0.021530507
40,0.377121896,0.440566599
41,0.180019096,0.725336432
42,0.266414255,0.343981296
43,0.084749818,0.713102341
44,0.584778786,0.294104636
45,0.654916406,0.419421166
46,0.492421269,0.746527672
47,0.289289504,0.345685303
48,0.393412799,0.440715134
49,0.461374402,0.303539008
50,0.357472271,0.788802624
51,0.261915088,0.705160558
52,0.492934138,0.738783181
53,0.334106088,0.36548993
54,0.446175963,0.666834354
55,0.53359282,0.406672806
56,0.3289029,0.916056275
57,0.589416385,0.232323796
58,0.410728604,0.623085082
59,0.331391186,0.992083788
60,0.593736887,0.607269943
61,0.526208282,0.172950074
62,0.529069364,0.140254542
63,0.539994121,0.127273306
64,0.555948019,0.100791097
65,0.560980856,0.010587132
66,0.598633349,0.705561936
67,0.584185541,0.704045534
68,0.272257447,0.423958808
69,0.494630009,0.547045469
70,0.687795579,0.690248668
71,0.583365858,0.216891542
72,0.407995015,0.545149207
73,0.655086935,0.419414729
74,0.552389562,0.174152762
75,0.557463944,0.305477113
76,0.598900974,0.086830281
77,0.275039673,0.837293327
78,0.98233813,0.393402487
79,0.2866593,0.93262732
80,0.482282072,0.756004751
81,0.87750107,0.264296651
82,0.581233203,0.237522438
83,0.345590711,0.680166364
84,0.962700903,0.325808138
85,0.676829457,0.689825177
86,0.597725332,0.217830256
87,0.703443944,0.680930257
88,0.091146901,0.520712137
89,0.064084157,0.528596044
90,0.537897944,0.031823929
91,0.430696845,0.431127459
92,0.59229517,0.752314806
93,0.547320604,0.298514277
94,0.23803629,0.892102182
95,0.382156581,0.37500748
96,0.147647426,0.872774839
97,0.162210479,0.719757557
98,0.695806086,0.660591245
99,0.116095662,0.433531433
100,0.625617325,0.179423273
101,0.567910492,0.356680989
102,0.626539886,0.159504473
103,0.538809299,0.081901632
104,0.60984391,0.146900877
105,0.464053124,0.749198794
106,0.570862889,0.125587374
107,0.236194879,0.897781134
108,0.499831885,0.095898002
109,0.562057316,0.339344025
110,0.194783956,0.509667397
111,0.568188012,0.363688827
112,0.36616227,0.882272243
113,0.590420306,0.7014606
114,0.538028002,0.433090925
115,0.51723367,0.867274344
116,0.154927075,0.593564808
117,0.378875911,0.420490414
118,0.271791697,0.847653747
119,0.409489989,0.921351016
120,0.523724914,0.108311936
121,0.272696763,0.423984349
122,0.563215971,0.156346232
123,0.436819375,0.789024889
124,0.224898964,0.899606228
125,0.546806872,0.207094729
126,0.285274506,0.319097161
127,0.599279463,0.596981406
128,0.520453691,0.76947397
129,0.972554922,0.409052372
130,0.413166106,0.928848922
131,0.330946326,0.36436674
132,0.631688297,0.811941981
133,0.983494222,0.341325551
134,0.11596325,0.621505439
135,0.057552446,0.721829057
136,0.546470463,0.420810521
137,0.550538957,0.0514373
138,0.662353337,0.692829549
139,0.368375361,0.885267019
140,0.057834331,0.545161545
141,0.436347365,0.827111602
142,0.311264098,0.829844952
143,0.29495436,0.344416916
144,0.575659633,0.082168721
145,0.310402542,0.343801051
146,0.615727007,0.183515668
147,0.162671581,0.637309432
148,0.597798407,0.160833105
149,0.591531873,0.600457013
150,0.562166929,0.062785253
151,0.985150516,0.362050653
152,0.533702493,0.275869697
153,0.651455998,0.163407505
154,0.224241614,0.865822971
155,0.478463322,0.534611285
156,0.905602336,0.254691303
157,0.055532433,0.637784839
158,0.564885199,0.165925071
159,0.201548159,0.566371381
160,0.543540239,0.312164366
161,0.877434313,0.264522105
162,0.546315312,0.250706524
163,0.613615215,0.077644952
164,0.57569164,0.313547015
165,0.592371225,0.158393934
166,0.476362556,0.288395405
167,0.50804472,0.864898801
168,0.531828165,0.365338206
169,0.994907558,0.397828281
170,0.611604393,0.742495239
171,0.43956086,0.896199584
172,0.456922114,0.897264242
173,0.174933776,0.902577877
174,0.612544298,0.051030785
175,0.458287537,0.744534612
176,0.249791399,0.915854096
177,0.513918817,0.069633342
178,0.264119089,0.326434344
179,0.149055853,0.58257544
180,0.563858151,0.850782275
181,0.433343977,0.789359927
182,0.334023416,0.365607023
183,0.408788949,0.363174617
184,0.247952804,0.985575199
185,0.500769317,0.745374858
186,0.452402353,0.348304659
187,0.481891543,0.743955076
188,0.354022026,0.67199856
189,0.574550986,0.308431834
